text/CeladonMartRoof.asm						翻译区		Gen1RB:CHS INST	Gen1RB:CHS (Auto Match)	Gen1RB:ENG (Auto Match)	LGPE:ENG (Auto Match)	LGPE:CHS (Auto Match)	LGPE:JPN (Auto Match)	Gen1:JPN (Auto Match)
_CeladonMartRoofText_484ee::				_CeladonMartRoofText_484ee::										
	text	Give her which			text	要送她		text	要送她	Give her which	Give her which drink?	要送她哪种饮料呢？	どれを　あげますか？	どれを　あげますか?
	line	drink?			line	哪種飲料呢？		line	哪种饮料呢？	drink?				
	done				done			done						
														
_CeladonMartRoofText_484f3::				_CeladonMartRoofText_484f3::										
	text	Yay!			text	哇～哦！		text	哇～哦！	Yay!	Yay!	哇～哦！	わーい！	わーい!
					para	這個美味之水		para	这个美味之水	FRESH WATER!				おいしいみず　くれるの?
	para	FRESH WATER!			line	是送給我的嗎？		line	是送给我的吗？	Thank you!	Fresh Water!	这个美味之水是送给我的吗？	おいしいみず　くれるの？	ごちそう　さま!
					para	多謝款待！		para	多谢款待！	You can have this				おれいに　わたしの　たからもの
	para	Thank you!			para	作為回禮，		para	作为回礼，	from me!@	Thank you!	多谢款待！	ごちそう　さま！	これ　あげるね!@ゼ@
					line	就把我的寶物送給你吧！@		line	就把我的宝物送给你吧！@		You can have this from me!			
	para	You can have this			text_end			text_end				作为回礼，	おれいに　わたしの　たからもの	
	line	from me!@										就把我的宝物送给你吧！	これ　あげるね！	
	text_end													
														
_CeladonMartRoofText_484f9::				_CeladonMartRoofText_484f9::										
	text	<PLAYER> received			text	<PLAYER>從女孩那裡		text	<PLAYER>从谜之训练家	<PLAYER> received	“‘Loads and loads of TMs!’	招式学习器应有尽有！	べんり　が　いっぱい！	が
	line	@			line	得到了@		line	那里得到了@	a @	2F: Trainers’ Market”	２楼……　训练家广场	２かい……　トレーナーズ・マーケット	しょうぶを　しかけてきた!
	text_ram	wStringBuffer			text_ram	wStringBuffer		text_ram	wStringBuffer	wStringBuffer				
	text	!@			text	！@		text	！@	!@				
	text_end				text_end			text_end						
														
